Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
63.90698043063347,60.78764141104845,-2.02390872345038,2.60370799628608
26.045485626416497,31.051901965911224,3.531235463481541,3.081524785422019
15.019305448134016,19.41618045252608,1.0905046511189609,1.638264535486355
10.219412405756014,16.020070397841348,-4.433390824433049,2.438271918157026
10.489642493129992,9.316065467136482,0.7171719966358057,10.724979765889575
6.32421523365444,9.136274183919015,8.062791025235107,23.040500793645595
11.456668464180929,9.694492969760628,11.582944892851142,46.04588693324703
11.0793440473992,12.078896921060448,28.047646589100225,66.01270317933088
8.335287133881787,12.718688109557853,45.94302963100399,83.5078535396348
9.184150792625507,11.85302193663262,68.11000019881057,82.6880096868857
4.827220223700001,9.621060011589629,85.02047816748802,89.37545658426767
7.147577707281768,13.153010012735889,93.47378940286036,88.14196703843892
9.115337422684712,7.996844650980739,90.82405141841758,88.93420667280037
8.19499217530671,8.2501125923716,95.98308524795036,91.18695505035194
9.354807720260052,10.038364682137082,92.09453046060936,92.05351440798448
12.351319923337485,12.394306624193735,92.93175694562063,88.35014644670595
11.638070324358438,11.414108925505966,91.42122085127086,89.2504069453091
8.262255926724082,11.851373697101725,98.7444207401884,93.12934496161012
10.254238788660968,12.026978563808935,94.26556291177005,89.51508881167737
10.881395462042896,13.363976302178568,94.1127779376633,91.45908603837452
8.142838983355444,13.487975894474475,96.81761919571473,88.49915115796753
4.400379824785441,14.930434387076048,98.1319046424546,85.52782526979297
8.178215989329274,6.6062116177278165,96.45093741104814,91.56427489598197
10.258596002559512,8.908133807819882,95.943032557152,93.16104822141718
7.848798341886802,9.054510617838128,97.38488497145816,90.1297032056318
9.494375066794742,9.257613958680688,98.26344301059002,88.13320421212286
10.556946530445549,9.474975394709457,91.19634595687523,87.5288241634239
12.722072996816848,11.525429615525288,95.00273571839466,90.38903359176662
10.753014142724068,11.16677874347791,93.5938796293426,93.2034969252073
10.637763831613215,11.984313602673677,96.48429830887272,93.26662022329032
6.304461829811424,14.651231753533768,99.55000628263991,87.4912986570078
7.870401007966954,10.277488641203083,92.35396142832516,91.80431969791594
4.672198499179763,7.65198423398906,100.59335010351332,88.48577674497292
3.9227031085384167,14.415988213458402,92.36871902533164,91.08443605285808
9.193463194935308,13.087688027924202,93.70471707503094,91.10737154825917
9.458370770231852,10.381287543319212,92.35409361745202,90.7687130107054
9.13137889870421,10.577104860548236,94.17435413602205,89.36257578770133
7.096923370881923,13.165574591735794,94.9026039509945,91.2676680682202
5.735159317746328,8.926658053781592,94.88131350576646,89.57048625644877
7.334789397345312,8.94129144647049,91.05477158629448,89.45538158322026
